population_group,measure,location,sex,age,cause,metric,year,val,upper,lower
All Population,Prevalence,Germany,Both,55+ years,Depressive disorders,Percent,2016,0.042365018,0.04731061,0.037991589
All Population,Prevalence,Germany,Both,20-54 years,Depressive disorders,Percent,2016,0.050502584,0.055711844,0.045451522
All Population,Prevalence,Chile,Both,All ages,Depressive disorders,Percent,2016,0.042949954,0.058162969,0.031348831
All Population,Prevalence,Chile,Both,10-19 years,Depressive disorders,Percent,2016,0.045767285,0.06009377,0.028483968
All Population,Prevalence,Chile,Both,55+ years,Depressive disorders,Percent,2016,0.043425576,0.06101899,0.031958282
All Population,Prevalence,Chile,Both,20-54 years,Depressive disorders,Percent,2016,0.050676782,0.071478782,0.036823685
All Population,Prevalence,Austria,Both,All ages,Depressive disorders,Percent,2014,0.026067989,0.029777904,0.023014997
All Population,Prevalence,Austria,Both,10-19 years,Depressive disorders,Percent,2014,0.022997144,0.02785983,0.01908512
All Population,Prevalence,Austria,Both,55+ years,Depressive disorders,Percent,2014,0.026957,0.031851423,0.023264479
All Population,Prevalence,Austria,Both,20-54 years,Depressive disorders,Percent,2014,0.02943706,0.034601358,0.025336488
All Population,Prevalence,Italy,Both,All ages,Depressive disorders,Percent,2014,0.025249806,0.028261147,0.022693485
All Population,Prevalence,Italy,Both,10-19 years,Depressive disorders,Percent,2014,0.020308287,0.024211915,0.01652417
All Population,Prevalence,Italy,Both,55+ years,Depressive disorders,Percent,2014,0.02733501,0.031471181,0.02398336
All Population,Prevalence,Italy,Both,20-54 years,Depressive disorders,Percent,2014,0.027822715,0.031506801,0.024431111
All Population,Prevalence,Austria,Both,All ages,Depressive disorders,Percent,2015,0.02665513,0.030420054,0.023528164
All Population,Prevalence,Austria,Both,10-19 years,Depressive disorders,Percent,2015,0.023629903,0.02870461,0.019479934
All Population,Prevalence,Austria,Both,55+ years,Depressive disorders,Percent,2015,0.02754416,0.032386224,0.023676238
All Population,Prevalence,Austria,Both,20-54 years,Depressive disorders,Percent,2015,0.030088566,0.03536787,0.025820054
All Population,Prevalence,Costa Rica,Both,All ages,Depressive disorders,Percent,2016,0.030299011,0.037526504,0.025139995
All Population,Prevalence,Costa Rica,Both,10-19 years,Depressive disorders,Percent,2016,0.022259684,0.028874211,0.016220136
All Population,Prevalence,Costa Rica,Both,55+ years,Depressive disorders,Percent,2016,0.040346704,0.050422856,0.032672148
All Population,Prevalence,Costa Rica,Both,20-54 years,Depressive disorders,Percent,2016,0.036697507,0.046105385,0.02971027
All Population,Prevalence,Slovenia,Both,All ages,Depressive disorders,Percent,2018,0.029701511,0.03449131,0.025654455
All Population,Prevalence,Slovenia,Both,10-19 years,Depressive disorders,Percent,2018,0.017532311,0.021877839,0.013497447
All Population,Prevalence,Slovenia,Both,55+ years,Depressive disorders,Percent,2018,0.037223343,0.044363193,0.031820837
All Population,Prevalence,Slovenia,Both,20-54 years,Depressive disorders,Percent,2018,0.03148743,0.037231174,0.026515777
All Population,Prevalence,Hungary,Both,All ages,Depressive disorders,Percent,2016,0.032885918,0.037779706,0.028678258
All Population,Prevalence,Hungary,Both,10-19 years,Depressive disorders,Percent,2016,0.018483122,0.022499418,0.014378357
All Population,Prevalence,Hungary,Both,55+ years,Depressive disorders,Percent,2016,0.043749508,0.051657162,0.03774402
All Population,Prevalence,Hungary,Both,20-54 years,Depressive disorders,Percent,2016,0.033479524,0.038894729,0.028722376
All Population,Prevalence,Israel,Both,All ages,Depressive disorders,Percent,2018,0.043825087,0.051488977,0.037480799
All Population,Prevalence,Slovakia,Both,All ages,Depressive disorders,Percent,2016,0.027405661,0.033005743,0.022972069
All Population,Prevalence,Slovakia,Both,10-19 years,Depressive disorders,Percent,2016,0.016456239,0.021699196,0.011735282
All Population,Prevalence,Slovakia,Both,55+ years,Depressive disorders,Percent,2016,0.034700007,0.043455347,0.028111117
All Population,Prevalence,Slovakia,Both,20-54 years,Depressive disorders,Percent,2016,0.029823832,0.036825939,0.024251496
All Population,Prevalence,France,Both,All ages,Depressive disorders,Percent,2016,0.037921547,0.042136164,0.034129192
All Population,Prevalence,France,Both,10-19 years,Depressive disorders,Percent,2016,0.035136125,0.041823964,0.029462786
All Population,Prevalence,France,Both,55+ years,Depressive disorders,Percent,2016,0.042937903,0.049184354,0.038043365
All Population,Prevalence,France,Both,20-54 years,Depressive disorders,Percent,2016,0.041143864,0.046625202,0.036344503
All Population,Prevalence,Italy,Both,All ages,Depressive disorders,Percent,2015,0.025913159,0.029117079,0.023228349
All Population,Prevalence,Italy,Both,10-19 years,Depressive disorders,Percent,2015,0.021067769,0.025452452,0.017043025
All Population,Prevalence,Italy,Both,55+ years,Depressive disorders,Percent,2015,0.028028561,0.032435026,0.024589089
All Population,Prevalence,Italy,Both,20-54 years,Depressive disorders,Percent,2015,0.02846858,0.032428676,0.024803457
All Population,Prevalence,Greece,Both,All ages,Depressive disorders,Percent,2016,0.046428307,0.052922396,0.040961935
All Population,Prevalence,Greece,Both,10-19 years,Depressive disorders,Percent,2016,0.04636732,0.056763357,0.037416248
All Population,Prevalence,Greece,Both,55+ years,Depressive disorders,Percent,2016,0.047698735,0.056023431,0.041973553
All Population,Prevalence,Greece,Both,20-54 years,Depressive disorders,Percent,2016,0.051421625,0.059799691,0.043639513
All Population,Prevalence,Sweden,Both,All ages,Depressive disorders,Percent,2016,0.041989512,0.046425924,0.038103205
All Population,Prevalence,Sweden,Both,10-19 years,Depressive disorders,Percent,2016,0.045829777,0.053296037,0.039477961
All Population,Prevalence,Sweden,Both,55+ years,Depressive disorders,Percent,2016,0.042032753,0.047717246,0.037560536
All Population,Prevalence,Sweden,Both,20-54 years,Depressive disorders,Percent,2016,0.048182307,0.054006984,0.042215661
All Population,Prevalence,Denmark,Both,All ages,Depressive disorders,Percent,2016,0.034912384,0.039693523,0.030913502
All Population,Prevalence,Denmark,Both,10-19 years,Depressive disorders,Percent,2016,0.035375907,0.042888105,0.028513192
All Population,Prevalence,Denmark,Both,55+ years,Depressive disorders,Percent,2016,0.034773999,0.040187703,0.030564729
All Population,Prevalence,Denmark,Both,20-54 years,Depressive disorders,Percent,2016,0.039914175,0.046119387,0.034079075
All Population,Prevalence,United Kingdom,Both,All ages,Depressive disorders,Percent,2016,0.056128097,0.060070124,0.052191875
All Population,Prevalence,United Kingdom,Both,10-19 years,Depressive disorders,Percent,2016,0.067258923,0.079290053,0.056343069
All Population,Prevalence,United Kingdom,Both,55+ years,Depressive disorders,Percent,2016,0.045772467,0.049862788,0.0422231
All Population,Prevalence,United Kingdom,Both,20-54 years,Depressive disorders,Percent,2016,0.069126981,0.074233895,0.062791259
All Population,Prevalence,Canada,Both,All ages,Depressive disorders,Percent,2015,0.035497683,0.039637413,0.032150598
All Population,Prevalence,Canada,Both,10-19 years,Depressive disorders,Percent,2015,0.035753737,0.041832712,0.030055484
All Population,Prevalence,Canada,Both,55+ years,Depressive disorders,Percent,2015,0.032415613,0.038027152,0.028224114
All Population,Prevalence,Canada,Both,20-54 years,Depressive disorders,Percent,2015,0.043182814,0.049070504,0.038128486
All Population,Prevalence,Luxembourg,Both,All ages,Depressive disorders,Percent,2018,0.043502256,0.049168745,0.038684647
All Population,Prevalence,Luxembourg,Both,10-19 years,Depressive disorders,Percent,2018,0.044724572,0.053773276,0.036117967
All Population,Prevalence,Luxembourg,Both,55+ years,Depressive disorders,Percent,2018,0.043634622,0.050714679,0.038647151
All Population,Prevalence,Luxembourg,Both,20-54 years,Depressive disorders,Percent,2018,0.048853922,0.055815743,0.042189273
All Population,Prevalence,Norway,Both,All ages,Depressive disorders,Percent,2015,0.03117159,0.035025419,0.027895834
All Population,Prevalence,Norway,Both,10-19 years,Depressive disorders,Percent,2015,0.029483256,0.035486148,0.024078781
All Population,Prevalence,Norway,Both,55+ years,Depressive disorders,Percent,2015,0.031761592,0.036761629,0.027954096
All Population,Prevalence,Norway,Both,20-54 years,Depressive disorders,Percent,2015,0.036420066,0.041633677,0.031792311
All Population,Prevalence,Belgium,Both,All ages,Depressive disorders,Percent,2018,0.039939978,0.046992164,0.034430998
All Population,Prevalence,Belgium,Both,10-19 years,Depressive disorders,Percent,2018,0.041018074,0.0521076,0.030631477
All Population,Prevalence,Belgium,Both,55+ years,Depressive disorders,Percent,2018,0.040835566,0.049567615,0.034969265
All Population,Prevalence,Belgium,Both,20-54 years,Depressive disorders,Percent,2018,0.045102226,0.053996832,0.037536236
All Population,Prevalence,Netherlands,Both,All ages,Depressive disorders,Percent,2018,0.059322146,0.066483928,0.053347669
All Population,Prevalence,Netherlands,Both,10-19 years,Depressive disorders,Percent,2018,0.061548781,0.07453808,0.050491762
All Population,Prevalence,Netherlands,Both,55+ years,Depressive disorders,Percent,2018,0.060950182,0.069091858,0.054869591
All Population,Prevalence,Netherlands,Both,20-54 years,Depressive disorders,Percent,2018,0.066610714,0.076734241,0.057706397
All Population,Prevalence,Luxembourg,Both,All ages,Depressive disorders,Percent,2019,0.043824745,0.049570008,0.039071949
All Population,Prevalence,Luxembourg,Both,10-19 years,Depressive disorders,Percent,2019,0.044989333,0.054120657,0.036480153
All Population,Prevalence,Luxembourg,Both,55+ years,Depressive disorders,Percent,2019,0.043837817,0.050953343,0.038562744
All Population,Prevalence,Luxembourg,Both,20-54 years,Depressive disorders,Percent,2019,0.049253018,0.056188717,0.042430232
All Population,Prevalence,Slovenia,Both,All ages,Depressive disorders,Percent,2019,0.029752718,0.034571299,0.025804738
All Population,Prevalence,Slovenia,Both,10-19 years,Depressive disorders,Percent,2019,0.0173891,0.021439651,0.013350764
All Population,Prevalence,Slovenia,Both,55+ years,Depressive disorders,Percent,2019,0.037207913,0.044606857,0.031466325
All Population,Prevalence,Slovenia,Both,20-54 years,Depressive disorders,Percent,2019,0.031546053,0.037418262,0.026938765
All Population,Prevalence,Spain,Both,All ages,Depressive disorders,Percent,2015,0.036027393,0.040141092,0.032704846
All Population,Prevalence,Spain,Both,10-19 years,Depressive disorders,Percent,2015,0.031849922,0.037346398,0.026408819
All Population,Prevalence,Spain,Both,55+ years,Depressive disorders,Percent,2015,0.039486068,0.045237798,0.034834386
All Population,Prevalence,Spain,Both,20-54 years,Depressive disorders,Percent,2015,0.039459706,0.044771151,0.035088812
All Population,Prevalence,Belgium,Both,All ages,Depressive disorders,Percent,2019,0.039234933,0.046284144,0.03386302
All Population,Prevalence,Belgium,Both,10-19 years,Depressive disorders,Percent,2019,0.040021192,0.051021668,0.030910876
All Population,Prevalence,Belgium,Both,55+ years,Depressive disorders,Percent,2019,0.040044598,0.048794662,0.034115201
All Population,Prevalence,Belgium,Both,20-54 years,Depressive disorders,Percent,2019,0.044423255,0.053539611,0.037142963
All Population,Prevalence,Netherlands,Both,All ages,Depressive disorders,Percent,2019,0.057450319,0.064434739,0.051524911
All Population,Prevalence,Netherlands,Both,10-19 years,Depressive disorders,Percent,2019,0.059428723,0.07176957,0.049049763
All Population,Prevalence,Netherlands,Both,55+ years,Depressive disorders,Percent,2019,0.058717922,0.067198887,0.052746039
All Population,Prevalence,Netherlands,Both,20-54 years,Depressive disorders,Percent,2019,0.064725475,0.074144193,0.055892808
All Population,Prevalence,Portugal,Both,All ages,Depressive disorders,Percent,2018,0.041713147,0.047104735,0.037340699
All Population,Prevalence,Portugal,Both,10-19 years,Depressive disorders,Percent,2018,0.035686593,0.042622352,0.029490052
All Population,Prevalence,Portugal,Both,55+ years,Depressive disorders,Percent,2018,0.046897028,0.054335714,0.041662587
All Population,Prevalence,Portugal,Both,20-54 years,Depressive disorders,Percent,2018,0.043881011,0.050401362,0.037916725
All Population,Prevalence,Latvia,Both,All ages,Depressive disorders,Percent,2019,0.034689506,0.039851208,0.030791298
All Population,Prevalence,Latvia,Both,10-19 years,Depressive disorders,Percent,2019,0.019801805,0.02410991,0.015872323
All Population,Prevalence,Latvia,Both,55+ years,Depressive disorders,Percent,2019,0.043996774,0.0515452,0.037825309
All Population,Prevalence,Latvia,Both,20-54 years,Depressive disorders,Percent,2019,0.036631821,0.042859096,0.031404997
All Population,Prevalence,Portugal,Both,All ages,Depressive disorders,Percent,2019,0.04374764,0.049434865,0.039416607
All Population,Prevalence,Portugal,Both,10-19 years,Depressive disorders,Percent,2019,0.038267901,0.045575054,0.031408667
All Population,Prevalence,Portugal,Both,55+ years,Depressive disorders,Percent,2019,0.048522357,0.055848206,0.042864004
All Population,Prevalence,Portugal,Both,20-54 years,Depressive disorders,Percent,2019,0.046181901,0.053134798,0.039816496
All Population,Prevalence,Republic of Korea,Both,All ages,Depressive disorders,Percent,2017,0.027665331,0.030663499,0.025194633
All Population,Prevalence,Republic of Korea,Both,10-19 years,Depressive disorders,Percent,2017,0.033672794,0.040132027,0.028347464
All Population,Prevalence,Republic of Korea,Both,55+ years,Depressive disorders,Percent,2017,0.029023192,0.033586961,0.025791568
All Population,Prevalence,Republic of Korea,Both,20-54 years,Depressive disorders,Percent,2017,0.02883609,0.032312394,0.025470546
All Population,Prevalence,Finland,Both,All ages,Depressive disorders,Percent,2017,0.031501336,0.035444409,0.027990905
All Population,Prevalence,Finland,Both,10-19 years,Depressive disorders,Percent,2017,0.031570784,0.038179328,0.02590764
All Population,Prevalence,Finland,Both,55+ years,Depressive disorders,Percent,2017,0.030890876,0.035976839,0.026914448
All Population,Prevalence,Finland,Both,20-54 years,Depressive disorders,Percent,2017,0.036919075,0.042192638,0.032144731
All Population,Prevalence,Czechia,Both,All ages,Depressive disorders,Percent,2017,0.033788603,0.041726079,0.028129921
All Population,Prevalence,Czechia,Both,10-19 years,Depressive disorders,Percent,2017,0.021112875,0.027644004,0.014457246
All Population,Prevalence,Czechia,Both,55+ years,Depressive disorders,Percent,2017,0.041132335,0.052799738,0.033493772
All Population,Prevalence,Czechia,Both,20-54 years,Depressive disorders,Percent,2017,0.037104006,0.047245557,0.029687703
All Population,Prevalence,Germany,Both,All ages,Depressive disorders,Percent,2017,0.043743075,0.047685122,0.040058358
All Population,Prevalence,Germany,Both,10-19 years,Depressive disorders,Percent,2017,0.041071496,0.048737936,0.034657784
All Population,Prevalence,Germany,Both,55+ years,Depressive disorders,Percent,2017,0.042350944,0.047285417,0.037867625
All Population,Prevalence,Germany,Both,20-54 years,Depressive disorders,Percent,2017,0.050496774,0.055870315,0.045237444
All Population,Prevalence,Iceland,Both,All ages,Depressive disorders,Percent,2017,0.045560636,0.051150678,0.040453814
All Population,Prevalence,Iceland,Both,10-19 years,Depressive disorders,Percent,2017,0.050401473,0.061107762,0.041212276
All Population,Prevalence,Iceland,Both,55+ years,Depressive disorders,Percent,2017,0.045046517,0.052135617,0.039965744
All Population,Prevalence,Iceland,Both,20-54 years,Depressive disorders,Percent,2017,0.052717423,0.060137033,0.045354286
All Population,Prevalence,Australia,Both,All ages,Depressive disorders,Percent,2016,0.042490415,0.047584341,0.037952316
All Population,Prevalence,Australia,Both,10-19 years,Depressive disorders,Percent,2016,0.047580378,0.056723208,0.039249462
All Population,Prevalence,Australia,Both,55+ years,Depressive disorders,Percent,2016,0.039023102,0.045836137,0.034321977
All Population,Prevalence,Australia,Both,20-54 years,Depressive disorders,Percent,2016,0.050303978,0.057806126,0.043440692
All Population,Prevalence,Estonia,Both,All ages,Depressive disorders,Percent,2016,0.03483847,0.040415358,0.030295733
All Population,Prevalence,Estonia,Both,10-19 years,Depressive disorders,Percent,2016,0.021009956,0.025571859,0.016238507
All Population,Prevalence,Estonia,Both,55+ years,Depressive disorders,Percent,2016,0.044269936,0.052584224,0.037747994
All Population,Prevalence,Estonia,Both,20-54 years,Depressive disorders,Percent,2016,0.037024588,0.043858317,0.03177822
All Population,Prevalence,Israel,Both,10-19 years,Depressive disorders,Percent,2017,0.047524152,0.059384783,0.036037127
All Population,Prevalence,Israel,Both,55+ years,Depressive disorders,Percent,2017,0.049287368,0.059576652,0.041714573
All Population,Prevalence,Israel,Both,20-54 years,Depressive disorders,Percent,2017,0.053714975,0.06517571,0.044094337
All Population,Prevalence,Norway,Both,All ages,Depressive disorders,Percent,2016,0.031351166,0.035352688,0.02798071
All Population,Prevalence,Norway,Both,10-19 years,Depressive disorders,Percent,2016,0.029658981,0.035698459,0.024334269
All Population,Prevalence,Norway,Both,55+ years,Depressive disorders,Percent,2016,0.0318814,0.037173862,0.028230266
All Population,Prevalence,Norway,Both,20-54 years,Depressive disorders,Percent,2016,0.036616693,0.04224684,0.031839788
All Population,Prevalence,Lithuania,Both,All ages,Depressive disorders,Percent,2016,0.041301206,0.052965546,0.033373072
All Population,Prevalence,Lithuania,Both,10-19 years,Depressive disorders,Percent,2016,0.028943431,0.038029996,0.018871973
All Population,Prevalence,Lithuania,Both,55+ years,Depressive disorders,Percent,2016,0.049568536,0.064852855,0.039090203
All Population,Prevalence,Lithuania,Both,20-54 years,Depressive disorders,Percent,2016,0.045111519,0.057974108,0.03523112
All Population,Prevalence,Austria,Both,All ages,Depressive disorders,Percent,2016,0.026767807,0.030553132,0.023587754
All Population,Prevalence,Austria,Both,10-19 years,Depressive disorders,Percent,2016,0.023776182,0.028987757,0.019338327
All Population,Prevalence,Austria,Both,55+ years,Depressive disorders,Percent,2016,0.027621016,0.032536694,0.023692713
All Population,Prevalence,Austria,Both,20-54 years,Depressive disorders,Percent,2016,0.030243102,0.035665021,0.025842746
All Population,Prevalence,Chile,Both,All ages,Depressive disorders,Percent,2017,0.040256347,0.054847507,0.02969614
All Population,Prevalence,Chile,Both,10-19 years,Depressive disorders,Percent,2017,0.042302469,0.055414597,0.026528851
All Population,Prevalence,Chile,Both,55+ years,Depressive disorders,Percent,2017,0.040853066,0.05772339,0.029806632
All Population,Prevalence,Chile,Both,20-54 years,Depressive disorders,Percent,2017,0.047576724,0.066649832,0.03482129
All Population,Prevalence,Spain,Both,All ages,Depressive disorders,Percent,2016,0.036310893,0.040601949,0.032899936
All Population,Prevalence,Spain,Both,10-19 years,Depressive disorders,Percent,2016,0.032282235,0.038339174,0.026937586
All Population,Prevalence,Spain,Both,55+ years,Depressive disorders,Percent,2016,0.039569583,0.045575136,0.035252322
All Population,Prevalence,Spain,Both,20-54 years,Depressive disorders,Percent,2016,0.039821643,0.045171127,0.035143344
All Population,Prevalence,Italy,Both,All ages,Depressive disorders,Percent,2016,0.025536898,0.028766133,0.022882259
All Population,Prevalence,Italy,Both,10-19 years,Depressive disorders,Percent,2016,0.020708728,0.025201811,0.016867904
All Population,Prevalence,Italy,Both,55+ years,Depressive disorders,Percent,2016,0.027517612,0.031894071,0.024222488
All Population,Prevalence,Italy,Both,20-54 years,Depressive disorders,Percent,2016,0.028135475,0.032153043,0.024415847
All Population,Prevalence,Costa Rica,Both,All ages,Depressive disorders,Percent,2017,0.030458007,0.037582811,0.025274736
All Population,Prevalence,Costa Rica,Both,10-19 years,Depressive disorders,Percent,2017,0.022246878,0.028561358,0.016037483
All Population,Prevalence,Costa Rica,Both,55+ years,Depressive disorders,Percent,2017,0.04035775,0.050810729,0.032727529
All Population,Prevalence,Costa Rica,Both,20-54 years,Depressive disorders,Percent,2017,0.036732506,0.046241287,0.029656542
All Population,Prevalence,Canada,Both,All ages,Depressive disorders,Percent,2016,0.035631826,0.039807623,0.032180596
All Population,Prevalence,Canada,Both,10-19 years,Depressive disorders,Percent,2016,0.035751317,0.041832949,0.030163798
All Population,Prevalence,Canada,Both,55+ years,Depressive disorders,Percent,2016,0.032633562,0.038255901,0.028392751
All Population,Prevalence,Canada,Both,20-54 years,Depressive disorders,Percent,2016,0.043408542,0.049396428,0.038138972
All Population,Prevalence,Latvia,Both,All ages,Depressive disorders,Percent,2020,0.039575429,0.044810032,0.035245936
All Population,Prevalence,Latvia,Both,10-19 years,Depressive disorders,Percent,2020,0.024280369,0.029321761,0.019531266
All Population,Prevalence,Latvia,Both,55+ years,Depressive disorders,Percent,2020,0.049978414,0.058514825,0.043145781
All Population,Prevalence,Latvia,Both,20-54 years,Depressive disorders,Percent,2020,0.041607947,0.048499589,0.035900265
All Population,Prevalence,Israel,Both,All ages,Depressive disorders,Percent,2019,0.044206803,0.052106042,0.037849428
All Population,Prevalence,Israel,Both,All ages,Depressive disorders,Percent,2020,0.052314862,0.061410302,0.044880473
All Population,Prevalence,Slovenia,Both,All ages,Depressive disorders,Percent,2020,0.033873925,0.039147854,0.029740142
All Population,Prevalence,Slovenia,Both,10-19 years,Depressive disorders,Percent,2020,0.021057403,0.025837691,0.015989376
All Population,Prevalence,Slovenia,Both,55+ years,Depressive disorders,Percent,2020,0.042242801,0.050372332,0.036034766
All Population,Prevalence,Slovenia,Both,20-54 years,Depressive disorders,Percent,2020,0.035669673,0.042086372,0.030639576
All Population,Prevalence,Luxembourg,Both,All ages,Depressive disorders,Percent,2020,0.052317498,0.05918509,0.046833836
All Population,Prevalence,Luxembourg,Both,10-19 years,Depressive disorders,Percent,2020,0.055352653,0.067155861,0.044394512
All Population,Prevalence,Luxembourg,Both,55+ years,Depressive disorders,Percent,2020,0.052203639,0.060691129,0.045296443
All Population,Prevalence,Luxembourg,Both,20-54 years,Depressive disorders,Percent,2020,0.058367851,0.066736217,0.050131085
All Population,Prevalence,Slovakia,Both,All ages,Depressive disorders,Percent,2017,0.027462451,0.033080817,0.023066778
All Population,Prevalence,Slovakia,Both,10-19 years,Depressive disorders,Percent,2017,0.016331137,0.021366641,0.011709294
All Population,Prevalence,Slovakia,Both,55+ years,Depressive disorders,Percent,2017,0.03472178,0.043403347,0.028045754
All Population,Prevalence,Slovakia,Both,20-54 years,Depressive disorders,Percent,2017,0.029894805,0.037096641,0.024109921
All Population,Prevalence,Belgium,Both,All ages,Depressive disorders,Percent,2020,0.046745397,0.055578616,0.040343527
All Population,Prevalence,Belgium,Both,10-19 years,Depressive disorders,Percent,2020,0.049277337,0.062478102,0.038239989
All Population,Prevalence,Belgium,Both,55+ years,Depressive disorders,Percent,2020,0.047515032,0.057932015,0.039644955
All Population,Prevalence,Belgium,Both,20-54 years,Depressive disorders,Percent,2020,0.052429371,0.063535813,0.043901222
All Population,Prevalence,Hungary,Both,All ages,Depressive disorders,Percent,2017,0.032980348,0.037965231,0.028855631
All Population,Prevalence,Hungary,Both,10-19 years,Depressive disorders,Percent,2017,0.018475457,0.022746401,0.014578363
All Population,Prevalence,Hungary,Both,55+ years,Depressive disorders,Percent,2017,0.043746416,0.051700891,0.037651054
All Population,Prevalence,Hungary,Both,20-54 years,Depressive disorders,Percent,2017,0.03361942,0.039217835,0.028785384
All Population,Prevalence,Netherlands,Both,All ages,Depressive disorders,Percent,2020,0.069441187,0.079043157,0.062438501
All Population,Prevalence,Netherlands,Both,10-19 years,Depressive disorders,Percent,2020,0.073577682,0.088311694,0.059926825
All Population,Prevalence,Netherlands,Both,55+ years,Depressive disorders,Percent,2020,0.070735449,0.080828363,0.062250748
All Population,Prevalence,Netherlands,Both,20-54 years,Depressive disorders,Percent,2020,0.077601615,0.089520871,0.067083655
All Population,Prevalence,Denmark,Both,All ages,Depressive disorders,Percent,2017,0.035205279,0.040118242,0.031057583
All Population,Prevalence,Denmark,Both,10-19 years,Depressive disorders,Percent,2017,0.035654909,0.043323273,0.028822092
All Population,Prevalence,Denmark,Both,55+ years,Depressive disorders,Percent,2017,0.035015556,0.040632492,0.030758673
All Population,Prevalence,Denmark,Both,20-54 years,Depressive disorders,Percent,2017,0.040252306,0.046409604,0.034147688
All Population,Prevalence,Estonia,Both,All ages,Depressive disorders,Percent,2017,0.034874116,0.040442154,0.030384604
All Population,Prevalence,Estonia,Both,10-19 years,Depressive disorders,Percent,2017,0.020878708,0.02577213,0.016208526
All Population,Prevalence,Estonia,Both,55+ years,Depressive disorders,Percent,2017,0.044254068,0.052548716,0.03791564
All Population,Prevalence,Estonia,Both,20-54 years,Depressive disorders,Percent,2017,0.037088216,0.043842833,0.031562726
All Population,Prevalence,France,Both,All ages,Depressive disorders,Percent,2017,0.037859421,0.042068314,0.034186567
All Population,Prevalence,France,Both,10-19 years,Depressive disorders,Percent,2017,0.035212999,0.041997413,0.028949817
All Population,Prevalence,France,Both,55+ years,Depressive disorders,Percent,2017,0.04265917,0.049030721,0.03778825
All Population,Prevalence,France,Both,20-54 years,Depressive disorders,Percent,2017,0.041176912,0.046786435,0.036163032
All Population,Prevalence,Lithuania,Both,All ages,Depressive disorders,Percent,2017,0.041318768,0.052641135,0.033242327
All Population,Prevalence,Lithuania,Both,10-19 years,Depressive disorders,Percent,2017,0.028733591,0.037810366,0.018972249
All Population,Prevalence,Lithuania,Both,55+ years,Depressive disorders,Percent,2017,0.049544137,0.064913294,0.039257831
All Population,Prevalence,Lithuania,Both,20-54 years,Depressive disorders,Percent,2017,0.045126756,0.058169436,0.035278122
All Population,Prevalence,Sweden,Both,All ages,Depressive disorders,Percent,2017,0.043511732,0.048269783,0.039450873
All Population,Prevalence,Sweden,Both,10-19 years,Depressive disorders,Percent,2017,0.047653531,0.055784944,0.040703574
All Population,Prevalence,Sweden,Both,55+ years,Depressive disorders,Percent,2017,0.043521323,0.04965664,0.038960454
All Population,Prevalence,Sweden,Both,20-54 years,Depressive disorders,Percent,2017,0.049933633,0.056183782,0.043993408
All Population,Prevalence,United Kingdom,Both,All ages,Depressive disorders,Percent,2017,0.056317473,0.060182614,0.052392526
All Population,Prevalence,United Kingdom,Both,10-19 years,Depressive disorders,Percent,2017,0.067778223,0.079739573,0.056942934
All Population,Prevalence,United Kingdom,Both,55+ years,Depressive disorders,Percent,2017,0.045182887,0.049256037,0.04157543
All Population,Prevalence,United Kingdom,Both,20-54 years,Depressive disorders,Percent,2017,0.069852313,0.074918429,0.063609838
All Population,Prevalence,Greece,Both,All ages,Depressive disorders,Percent,2017,0.046686764,0.053481999,0.040983268
All Population,Prevalence,Greece,Both,10-19 years,Depressive disorders,Percent,2017,0.046703131,0.057794326,0.037671631
All Population,Prevalence,Greece,Both,55+ years,Depressive disorders,Percent,2017,0.047801505,0.056262196,0.041927888
All Population,Prevalence,Greece,Both,20-54 years,Depressive disorders,Percent,2017,0.051661842,0.060557673,0.043666531
All Population,Prevalence,Portugal,Both,All ages,Depressive disorders,Percent,2020,0.052141106,0.059030484,0.046763905
All Population,Prevalence,Portugal,Both,10-19 years,Depressive disorders,Percent,2020,0.047683566,0.056974463,0.039148067
All Population,Prevalence,Portugal,Both,55+ years,Depressive disorders,Percent,2020,0.057179963,0.065811719,0.049941549
All Population,Prevalence,Portugal,Both,20-54 years,Depressive disorders,Percent,2020,0.054852141,0.06275518,0.047122263
All Population,Prevalence,Australia,Both,All ages,Depressive disorders,Percent,2017,0.043835982,0.049371154,0.038980333
All Population,Prevalence,Australia,Both,10-19 years,Depressive disorders,Percent,2017,0.049460892,0.059370174,0.0411269
All Population,Prevalence,Australia,Both,55+ years,Depressive disorders,Percent,2017,0.040274769,0.047514668,0.035251064
All Population,Prevalence,Australia,Both,20-54 years,Depressive disorders,Percent,2017,0.051849943,0.059894546,0.044474568
All Population,Prevalence,Czechia,Both,All ages,Depressive disorders,Percent,2018,0.034505255,0.042654924,0.028867057
All Population,Prevalence,Czechia,Both,10-19 years,Depressive disorders,Percent,2018,0.021802664,0.028567607,0.015020215
All Population,Prevalence,Czechia,Both,55+ years,Depressive disorders,Percent,2018,0.041918445,0.053785654,0.034221132
All Population,Prevalence,Czechia,Both,20-54 years,Depressive disorders,Percent,2018,0.037903774,0.048283299,0.030233898
All Population,Prevalence,Austria,Both,All ages,Depressive disorders,Percent,2017,0.027415143,0.031321649,0.024204028
All Population,Prevalence,Austria,Both,10-19 years,Depressive disorders,Percent,2017,0.024599074,0.030342144,0.019826987
All Population,Prevalence,Austria,Both,55+ years,Depressive disorders,Percent,2017,0.028219476,0.033216232,0.024439443
All Population,Prevalence,Austria,Both,20-54 years,Depressive disorders,Percent,2017,0.030953895,0.036593512,0.026183104
